"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank",""
"Malaviya National Institute of Technology Jaipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "7777", "7777",""
"Malaviya National Institute of Technology Jaipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "10603", "11361",""
"Malaviya National Institute of Technology Jaipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "16357", "16423",""
"Malaviya National Institute of Technology Jaipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "5257", "5952",""
"Malaviya National Institute of Technology Jaipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "7638", "7638",""
"Malaviya National Institute of Technology Jaipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2279", "2302",""
"Malaviya National Institute of Technology Jaipur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3137", "3137",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OPEN", "Gender-Neutral", "532", "1720",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OPEN", "Female-only (including Supernumerary)", "184", "999",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "HS", "EWS", "Gender-Neutral", "149", "282",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "HS", "EWS", "Female-only (including Supernumerary)", "238", "238",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OBC-NCL", "Gender-Neutral", "758", "1425",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "697", "823",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "HS", "SC", "Gender-Neutral", "212", "674",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "HS", "SC", "Female-only (including Supernumerary)", "198", "198",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "HS", "ST", "Gender-Neutral", "140", "261",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "HS", "ST", "Female-only (including Supernumerary)", "467", "467",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OPEN", "Gender-Neutral", "414", "639",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OPEN", "Female-only (including Supernumerary)", "375", "571",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OPEN (PwD)", "Gender-Neutral", "38", "38",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "OS", "EWS", "Gender-Neutral", "117", "134",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "OS", "EWS", "Female-only (including Supernumerary)", "91", "91",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OBC-NCL", "Gender-Neutral", "265", "338",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "260", "283",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "OS", "SC", "Gender-Neutral", "164", "181",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "OS", "SC", "Female-only (including Supernumerary)", "147", "154",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "OS", "ST", "Gender-Neutral", "81", "92",""
"Maulana Azad National Institute of Technology Bhopal", "Architecture (5 Years, Bachelor of Architecture)", "OS", "ST", "Female-only (including Supernumerary)", "75", "75",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "29713", "34898",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "34469", "37537",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1638", "1638",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "5519", "5698",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "5914", "5914",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "10311", "12490",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "14698", "15289",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Gender-Neutral", "700", "700",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "2935", "6313",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "8097", "8097",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "2379", "2664",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "3332", "3332",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "22939", "31500",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "32382", "33563",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "667", "667",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5046", "5177",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "6568", "6568",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "9586", "10632",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "12488", "13663",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "710", "710",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4973", "5933",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "6310", "6310",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1855", "2039",""
"Maulana Azad National Institute of Technology Bhopal", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3035", "3035",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "23051", "38086",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "41372", "45983",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1727", "1727",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "5996", "6252",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "8645", "8645",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "11161", "12960",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "15761", "17156",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "3673", "6240",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "7529", "9541",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "1250", "1509",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "2384", "2384",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "30591", "34971",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "40199", "42321",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "783", "783",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5515", "5622",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "7313", "7313",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS (PwD)", "Gender-Neutral", "211", "211",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "10612", "11338",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "13216", "16139",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "554", "554",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4719", "5340",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "7820", "8144",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1066", "1574",""
"Maulana Azad National Institute of Technology Bhopal", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2513", "2513",""
"Maulana Azad National Institute of Technology Bhopal", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "5180", "10889",""
"Maulana Azad National Institute of Technology Bhopal", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "7161", "13059",""
"Maulana Azad National Institute of Technology Bhopal", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "173", "201",""
"Maulana Azad National Institute of Technology Bhopal", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "1514", "1752",""
"Maulana Azad National Institute of Technology Bhopal", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "2222", "3073",""
