"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank","State","Institute Type"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OBC-NCL", "Gender-Neutral", "2509", "4069","Bihar","NIT"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "2224", "2224","Bihar","NIT"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "HS", "SC", "Gender-Neutral", "491", "765","Bihar","NIT"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "HS", "SC", "Female-only (including Supernumerary)", "547", "547","Bihar","NIT"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "HS", "ST", "Gender-Neutral", "954", "954","Bihar","NIT"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OPEN", "Gender-Neutral", "1069", "1687","Bihar","NIT"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OPEN", "Female-only (including Supernumerary)", "932", "1065","Bihar","NIT"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "OS", "EWS", "Gender-Neutral", "723", "723","Bihar","NIT"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "OS", "EWS", "Female-only (including Supernumerary)", "609", "609","Bihar","NIT"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OBC-NCL", "Gender-Neutral", "793", "915","Bihar","NIT"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "907", "907","Bihar","NIT"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "OS", "SC", "Gender-Neutral", "138", "203","Bihar","NIT"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "OS", "SC", "Female-only (including Supernumerary)", "336", "336","Bihar","NIT"
"National Institute of Technology Patna", "Architecture (5 Years, Bachelor of Architecture)", "OS", "ST", "Gender-Neutral", "167", "167","Bihar","NIT"
"National Institute of Technology Patna", "Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))", "HS", "OPEN", "Gender-Neutral", "45827", "45827","Bihar","NIT"
"National Institute of Technology Patna", "Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))", "HS", "OPEN", "Female-only (including Supernumerary)", "52806", "52806","Bihar","NIT"
"National Institute of Technology Patna", "Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))", "HS", "EWS", "Gender-Neutral", "8799", "8799","Bihar","NIT"
"National Institute of Technology Patna", "Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))", "HS", "OBC-NCL", "Gender-Neutral", "16172", "16172","Bihar","NIT"
"National Institute of Technology Patna", "Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))", "HS", "SC", "Gender-Neutral", "9246", "9246","Bihar","NIT"
"National Institute of Technology Patna", "Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))", "OS", "OPEN", "Gender-Neutral", "36034", "36034","Bihar","NIT"
"National Institute of Technology Patna", "Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))", "OS", "OPEN", "Female-only (including Supernumerary)", "50778", "50778","Bihar","NIT"
"National Institute of Technology Patna", "Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))", "OS", "OPEN (PwD)", "Gender-Neutral", "3410", "3410","Bihar","NIT"
"National Institute of Technology Patna", "Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))", "OS", "OBC-NCL", "Gender-Neutral", "14774", "16182","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "35673", "49025","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "53789", "64356","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1510", "1510","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "7944", "8226","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "10876", "10876","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "14520", "16024","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "20889", "22692","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Gender-Neutral", "1016", "1016","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "6426", "7940","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "9955", "10400","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "3386", "4153","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "9682", "9682","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "42153", "46400","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "49493", "58458","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1530", "1530","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7508", "7697","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "9832", "9832","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "14398", "15943","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "19337", "20721","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "1397", "1397","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "6090", "7302","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "9430", "9447","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1766", "2105","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3382", "3382","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))", "HS", "OPEN", "Gender-Neutral", "49139", "49139","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))", "HS", "OPEN", "Female-only (including Supernumerary)", "60312", "60312","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))", "HS", "OBC-NCL", "Gender-Neutral", "16735", "16735","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))", "HS", "SC", "Gender-Neutral", "8408", "8408","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))", "OS", "OPEN", "Gender-Neutral", "42114", "42411","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))", "OS", "OPEN", "Female-only (including Supernumerary)", "58957", "58957","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))", "OS", "OBC-NCL", "Gender-Neutral", "15967", "15967","Bihar","NIT"
"National Institute of Technology Patna", "Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))", "OS", "SC", "Gender-Neutral", "7321", "7321","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "8776", "18320","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "16772", "29874","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "407", "407","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Female-only (including Supernumerary)", "1865", "1865","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "2825", "3099","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "4878", "4878","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS (PwD)", "Gender-Neutral", "160", "160","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "4640", "6254","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "8641", "12189","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Gender-Neutral", "197", "197","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "2255", "3557","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "4872", "5792","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC (PwD)", "Gender-Neutral", "163", "163","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "1530", "2476","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "2449", "4917","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "9288", "14442","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "18483", "21664","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "381", "497","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Female-only (including Supernumerary)", "622", "622","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2197", "2363","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "3850", "3850","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS (PwD)", "Gender-Neutral", "74", "74","Bihar","NIT"
"National Institute of Technology Patna", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "3932", "4872","Bihar","NIT"
